date,airPressure_outside_fall,airPressure_outside_max,airPressure_outside_mean,airPressure_outside_min,airPressure_outside_rise,hour_group,humidity_outside_fall,humidity_outside_max,humidity_outside_mean,humidity_outside_min,humidity_outside_rise,light_outside_max,light_outside_mean,light_outside_min,rain_outside_max,rain_outside_mean,rain_outside_min,temperature_outside_fall,temperature_outside_max,temperature_outside_mean,temperature_outside_min,temperature_outside_rise
04-10-2018 2,0,1002,1000.9411764706,1000,5,2,23,43,34.4411764706,29,41,854,397.0882352941,219,0,0,0,8,23,22.3823529412,21,2
04-10-2018 3,2,1000,999.5588235294,999,2,3,52,51,37.7647058824,26,29,209,38.5,0,0,0,0,14,23,21.1176470588,19,26
04-11-2018 0,5,1000,999.1470588235,998,5,0,50,89,82.2352941176,63,20,0,0,0,0,0,0,8,21,14.5588235294,12,23
04-11-2018 1,5,1000,999.1176470588,999,5,1,20,86,62.8235294118,36,58,3386,1242.1176470588,0,0,0,0,38,28,19.2647058824,14,8
04-11-2018 2,0,999,998.0588235294,997,5,2,26,47,44.1470588235,42,26,939,540.0588235294,283,0,0,0,8,25,24.7058823529,24,8
04-11-2018 3,5,999,998.0857142857,997,0,3,71,76,64.3714285714,48,8,238,36.6571428571,0,0,0,0,0,25,20.2571428571,16,25
04-12-2018 0,6,1003,1001.4242424243,999,0,0,27,88,83.6060606061,79,30,0,0,0,0,0,0,8,16,13.2058823529,11,17
04-12-2018 1,5,1002,1001.4285714286,1000,0,1,25,91,69.2857142857,44,51,3374,1264.9142857143,0,0,0,0,25,21,15.1714285714,10,11
04-12-2018 2,0,1002,1001.5294117647,1001,2,2,11,46,37.9705882353,34,35,705,338.3823529412,196,0,0,0,14,24,22.5588235294,20,2
04-12-2018 3,5,1003,1001.8529411765,1001,0,3,82,79,61.9411764706,38,0,185,33.8529411765,0,0,0,0,0,23,19.5882352941,16,20
04-13-2018 0,8,1008,1005.1764705882,1003,0,0,35,82,78.4411764706,73,23,0,0,0,0,0,0,5,17,13.9117647059,11,11
04-13-2018 1,8,1005,1004.1142857143,1003,2,1,28,85,64.8571428571,45,48,3104,1170.3428571429,0,0,0,0,31,22,16.2571428571,11,11
04-13-2018 2,0,1005,1004.3823529412,1004,2,2,17,51,46.8235294118,44,26,660,345.5,219,0,0,0,14,24,22.7941176471,21,5
04-13-2018 3,5,1006,1005.0294117647,1004,0,3,64,73,58.3529411765,45,0,248,38.2352941176,0,0,0,0,0,24,20.6764705882,17,20
04-14-2018 0,8,1013,1010.1944444445,1008,5,0,50,93,81.9166666667,74,13,0,0,0,0,0,0,2,16,14.1111111111,13,13
04-14-2018 1,8,1011,1009.9705882353,1008,0,1,20,86,64.5294117647,40,61,3040,1150.9705882353,0,0,0,0,35,25,17.9411764706,12,14
04-14-2018 2,0,1011,1010.4411764706,1010,2,2,32,51,47.8529411765,44,17,657,315.4117647059,173,0,0,0,5,23,22.4705882353,22,2
04-14-2018 3,5,1012,1011.1764705882,1010,0,3,64,77,64.8529411765,50,0,167,30.6764705882,0,0,0,0,0,22,19.2941176471,16,17
04-15-2018 0,2,1012,1011.1176470588,1010,8,0,17,95,79.1470588235,62,14,0,0,0,0,0,0,5,16,13.0882352941,10,11
04-15-2018 1,5,1014,1012.8529411765,1012,2,1,14,94,78.1470588235,56,73,2780,812.2941176471,0,0,0,0,35,20,13.9117647059,10,8
04-15-2018 2,2,1013,1011.6176470588,1010,11,2,20,62,48.8529411765,41,41,893,472.0588235294,258,0,0,0,11,24,22.3823529412,20,2
04-15-2018 3,2,1011,1010.5428571429,1010,0,3,48,63,56.7428571429,46,11,223,32.5142857143,0,0,0,0,2,23,19.2285714286,16,22
04-16-2018 0,2,1010,1008.5294117647,1007,5,0,50,72,63.4411764706,55,17,0,0,0,0,0,0,2,14,12.6470588235,11,14
04-16-2018 1,2,1010,1009.9705882353,1009,2,1,14,66,57.2058823529,47,52,743,333.6176470588,0,0,0,0,17,16,12.7352941176,11,5
04-16-2018 2,0,1010,1008.2285714286,1007,8,2,22,46,41.0857142857,37,34,754,533.5142857143,225,0,0,0,11,19,17.7428571429,16,2
04-16-2018 3,5,1008,1006.7647058824,1006,5,3,44,54,43.3529411765,37,14,185,18.7941176471,0,0,0,0,0,19,16.3235294118,14,14
04-17-2018 0,3,1011,1008.4848484849,1006,6,0,50,87,81.5,73,26,0,0,0,22,2.5757575758,0,11,14,11.8823529412,10,11
04-17-2018 1,11,1009,1007.8285714286,1006,2,1,31,88,84.4285714286,77,37,422,198.1428571429,0,0,0,0,17,13,11.0571428571,10,8
04-17-2018 2,5,1009,1008.5,1008,8,2,29,80,71.9411764706,66,47,404,218.5294117647,103,13,0.5588235294,0,11,16,14.5,13,5
04-17-2018 3,8,1011,1009.5588235294,1008,0,3,38,79,70.6176470588,63,32,80,13.3529411765,0,0,0,0,11,18,15.6176470588,14,11
04-18-2018 0,8,1015,1012.9714285714,1010,0,0,60,97,84.8285714286,72,28,0,0,0,0,0,0,5,16,14.4571428571,13,8
04-18-2018 1,8,1015,1013.8529411765,1012,0,1,20,89,76.6176470588,58,50,1169,458.2647058824,0,0,0,0,32,20,16.1470588235,13,14
04-18-2018 2,0,1015,1014.2352941177,1014,2,2,29,66,61.1176470588,58,29,1015,439.2058823529,119,0,0,0,14,21,20.2941176471,19,14
04-18-2018 3,2,1015,1014.4857142857,1014,0,3,45,100,78.2571428571,63,14,144,25.6285714286,0,0,0,0,11,20,17.5142857143,15,17
04-19-2018 0,2,1015,1010.1470588235,1006,8,0,50,100,75.7647058824,51,20,0,0,0,0,0,0,11,19,16.5588235294,14,11
04-19-2018 1,0,1014,1013.8823529412,1013,2,1,26,100,67.6176470588,39,47,2713,996.2941176471,0,0,0,0,41,26,19.0294117647,14,20
04-19-2018 2,0,1013,1009.7142857143,1007,17,2,31,60,54.3142857143,49,34,690,397.6285714286,130,0,0,0,5,23,22.6571428571,22,2
04-19-2018 3,5,1006,1005.705882353,1005,5,3,50,65,54.2647058824,44,17,145,26.7058823529,0,0,0,0,0,23,20.8823529412,18,14
04-20-2018 0,8,1012,1009.2352941177,1006,2,0,47,81,60.5588235294,49,41,0,0,0,23,3.1764705882,0,5,17,14.5294117647,13,20
04-20-2018 1,14,1010,1008.4705882353,1007,5,1,29,67,49.3529411765,36,58,3076,1039.6176470588,0,0,0,0,23,21,16.9411764706,13,11
04-20-2018 2,2,1010,1009.9714285714,1009,2,2,20,42,39.9714285714,36,34,555,314.3714285714,170,0,0,0,8,19,18.8571428571,18,8
04-20-2018 3,5,1012,1011.1176470588,1010,0,3,50,53,45.7941176471,39,29,102,22.2352941176,0,0,0,0,5,19,16.6764705882,15,17
04-21-2018 0,0,1012,1008.0882352941,1004,8,0,20,67,59.4117647059,52,32,0,0,0,0,0,0,8,19,15.7647058824,14,5
04-21-2018 1,2,1012,1011.0285714286,1011,2,1,25,65,51.2571428571,31,51,2946,986.4857142857,0,0,0,0,25,25,18.0857142857,14,8
04-21-2018 2,0,1011,1008.5294117647,1006,14,2,26,41,39.8823529412,38,23,454,209.6764705882,133,0,0,0,17,22,21.0882352941,20,17
04-21-2018 3,2,1006,1005.4411764706,1005,5,3,44,56,47.7058823529,40,2,129,28.5294117647,0,0,0,0,0,21,19.4411764706,18,8
04-22-2018 0,2,1004,1003,1002,5,0,45,78,67.0571428571,53,31,0,0,0,0,0,0,14,19,16.4857142857,14,17
04-22-2018 1,5,1005,1004.0882352941,1004,5,1,23,75,58.3529411765,35,64,2900,997.2352941176,1,0,0,0,44,29,18.8529411765,13,23
04-22-2018 2,0,1004,1002.5294117647,1001,8,2,32,43,36.9705882353,32,38,424,194.6176470588,130,0,0,0,8,25,24.7058823529,23,2
04-22-2018 3,2,1002,1001.4411764706,1001,0,3,41,60,43.3823529412,32,29,125,28.1764705882,0,0,0,0,2,25,22.1176470588,19,20
04-23-2018 0,2,1003,1002.0285714286,1002,2,0,45,73,58.0571428571,50,14,0,0,0,0,0,0,2,20,18.3142857143,16,11
04-23-2018 1,2,1004,1003.6764705882,1003,0,1,23,60,44.9411764706,32,50,2776,975.5294117647,2,0,0,0,38,29,21.1176470588,16,14
04-23-2018 2,0,1004,1002.7352941177,1002,5,2,20,41,38.2352941176,35,29,486,237.3529411765,136,0,0,0,8,26,25.1470588235,24,5
04-23-2018 3,2,1002,1001.6176470588,1001,2,3,50,69,48.0588235294,35,5,131,27.6470588235,0,0,0,0,0,25,22.9705882353,20,14
04-24-2018 0,5,1004,1002.8571428572,1002,0,0,40,94,78.3714285714,67,34,0,0,0,0,0,0,5,18,17.7714285714,17,8
04-24-2018 1,5,1004,1003.1176470588,1002,2,1,23,72,54.6764705882,35,50,2551,960.2058823529,1,0,0,0,35,30,22.2058823529,17,20
04-24-2018 2,2,1003,1002.0588235294,1001,5,2,26,91,43.6470588235,37,35,521,225.2941176471,11,21,0.6470588235,0,5,27,25.9411764706,20,14
04-24-2018 3,2,1003,1002.5882352941,1002,2,3,41,99,83.9705882353,70,50,68,11.5882352941,0,24,3.6176470588,0,17,21,19.6470588235,18,20
04-25-2018 0,0,1004,1003.2857142857,1002,5,0,40,100,96.3714285714,88,22,0,0,0,0,0,0,2,19,17.0571428571,15,11
04-25-2018 1,5,1006,1005.3235294118,1004,0,1,29,100,72.9705882353,43,50,2830,982.0588235294,3,0,0,0,41,30,21.4705882353,15,23
04-25-2018 2,0,1006,1004.1470588235,1002,11,2,20,64,52.5,46,38,398,187.7647058824,123,0,0,0,2,25,24.4411764706,24,0
04-25-2018 3,2,1003,1002.3529411765,1002,0,3,61,88,65,46,11,117,25.2352941176,0,0,0,0,2,25,22.0882352941,19,20
04-26-2018 0,5,1002,1000.6,999,5,0,31,100,88.4571428571,68,45,0,0,0,0,0,0,8,21,18.4571428571,17,8
04-26-2018 1,2,1003,1002.2647058824,1002,2,1,17,97,67.3823529412,35,64,2682,922.5,4,0,0,0,47,33,23.5294117647,16,17
04-26-2018 2,0,1002,1000.2424242424,999,9,2,39,45,42.2121212121,38,42,426,221.5454545455,125,0,0,0,0,28,27.0294117647,27,2
04-26-2018 3,5,1000,999.1470588235,999,5,3,70,81,60.0882352941,41,17,125,26.2941176471,0,0,0,0,2,27,23.5588235294,21,20
04-27-2018 0,11,1009,1004.4117647059,999,2,0,41,89,78.5588235294,71,23,0,0,0,0,0,0,8,20,17.4117647059,16,17
04-27-2018 1,11,1005,1003.3142857143,1001,0,1,22,78,67.7428571429,54,40,2264,614.4,0,0,0,0,28,24,19.6285714286,16,22
04-27-2018 2,2,1006,1005.1764705882,1005,0,2,26,63,61.0588235294,59,23,655,363.6470588235,218,0,0,0,8,23,22.2647058824,21,8
04-27-2018 3,11,1009,1007.4705882353,1006,2,3,29,71,67,62,2,234,35.7058823529,0,0,0,0,0,21,19,17,11
04-28-2018 0,0,1009,1009,1009,0,0,22,82,70.7222222222,59,11,1,0.0277777778,0,0,0,0,2,18,15.5833333333,14,13
04-28-2018 1,2,1011,1010.6176470588,1010,0,1,14,79,67.4705882353,49,44,2789,1039.7647058824,5,0,0,0,29,26,19.0294117647,14,5
04-28-2018 2,0,1011,1009.2647058824,1008,8,2,17,58,52.3529411765,48,32,455,186.8235294118,114,0,0,0,11,24,23.0882352941,22,5
04-28-2018 3,5,1009,1007.7352941177,1007,2,3,41,60,54.1470588235,48,11,111,26.7941176471,0,0,0,0,0,24,21.3529411765,18,17
04-29-2018 0,5,1009,1007.8857142857,1006,11,0,54,77,65.1714285714,53,22,1,0.0285714286,0,0,0,0,2,16,14.2,13,14
04-29-2018 1,0,1009,1009,1009,0,1,26,81,62.9117647059,39,55,2995,1047.8529411765,7,0,0,0,38,27,18.2941176471,12,14
04-29-2018 2,0,1009,1007.6176470588,1006,8,2,20,46,39.2352941176,32,44,423,159.9411764706,109,0,0,0,2,24,23.6176470588,23,0
04-29-2018 3,2,1007,1006.5,1006,0,3,50,55,48.1176470588,33,20,108,28.0588235294,0,0,0,0,0,24,19.9117647059,16,23
04-30-2018 0,2,1006,1004.4411764706,1003,8,0,67,97,77.5294117647,63,8,2,0.0588235294,0,0,0,0,8,18,14.1176470588,10,17
04-30-2018 1,2,1006,1005.8235294118,1005,5,1,23,100,78.3235294118,50,64,2860,1074.7352941177,11,0,0,0,41,23,15.9117647059,10,11
04-30-2018 2,0,1005,1003.5142857143,1002,8,2,22,60,52.8571428571,43,45,550,219.9142857143,127,0,0,0,14,24,22.2285714286,20,5
04-30-2018 3,2,1003,1002.5,1002,0,3,61,69,57.6764705882,44,11,123,19.9411764706,0,0,0,0,0,24,21.0588235294,18,17
05-01-2018 0,5,1004,1003.1176470588,1003,5,0,55,91,82.2941176471,71,17,0,0,0,0,0,0,5,18,15.5588235294,14,20
05-01-2018 1,2,1004,1003.6764705882,1003,0,1,11,86,65.2941176471,41,70,2675,1004.2647058824,6,0,0,0,29,25,18.6764705882,14,2
05-01-2018 2,0,1004,1003.2285714286,1002,5,2,28,43,34.5714285714,29,37,561,190.2571428571,114,0,0,0,5,26,25.2,24,0
05-01-2018 3,2,1003,1002.5294117647,1002,0,3,76,70,48.3235294118,34,2,110,24.7058823529,0,0,0,0,2,26,22.6764705882,18,26
05-02-2018 0,2,1004,1002.4117647059,1001,5,0,50,96,83.5588235294,68,23,1,0.0294117647,0,0,0,0,5,19,15.8235294118,13,14
05-02-2018 1,5,1005,1004.6470588235,1003,0,1,26,98,81.4705882353,55,52,2982,1046.6764705882,9,0,0,0,26,23,16.3529411765,12,5
05-02-2018 2,0,1005,1003.5142857143,1002,8,2,8,61,51,40,40,492,169.2857142857,111,0,0,0,11,25,23.7714285714,22,2
05-02-2018 3,2,1003,1002.2941176471,1002,2,3,64,68,53.3529411765,43,8,109,26.4411764706,0,0,0,0,0,25,22.6176470588,19,17
05-03-2018 0,2,1002,1001.0588235294,1001,2,0,55,100,88.0294117647,79,5,1,0.0294117647,0,0,0,0,2,19,16.1470588235,14,14
05-03-2018 1,2,1002,1001.4411764706,1001,0,1,11,100,97.8529411765,90,17,554,259.3235294118,7,0,0,0,14,17,14.9117647059,14,8
05-03-2018 2,0,1002,1000.7142857143,1000,5,2,14,91,70.3142857143,56,60,720,216.8,114,0,0,0,20,23,20.3714285714,16,0
05-03-2018 3,2,1001,1000.4705882353,1000,0,3,55,78,66.5588235294,55,2,132,26.4117647059,0,0,0,0,2,24,21.7647058824,19,14
05-06-2018 0,5,1001,1000.5588235294,1000,8,0,23,74,59.1764705882,46,52,4,0.1176470588,0,0,0,0,8,22,20.8235294118,20,14
05-06-2018 1,2,1001,1000.9411764706,1000,0,1,14,71,55.3529411765,42,58,2802,1047.6764705882,12,0,0,0,29,29,23.4411764706,19,8
05-06-2018 2,5,1001,1000.205882353,999,8,2,32,45,40.0882352941,32,32,564,222.3529411765,104,0,0,0,2,28,27.2941176471,26,5
05-06-2018 3,8,1001,1000.4571428572,999,5,3,45,56,49.3714285714,42,5,148,36.1714285714,0,0,0,0,0,26,23.9428571429,22,11
05-07-2018 0,2,1001,999.4705882353,998,5,0,35,64,50.6764705882,43,26,5,0.1470588235,0,0,0,0,8,20,19.6764705882,19,11
05-07-2018 1,8,1003,1002.3823529412,1001,5,1,41,66,44.5,32,44,2387,706.7647058824,14,0,0,0,29,27,22,19,14
05-07-2018 2,0,1002,1000.3333333333,999,9,2,45,57,41.7878787879,35,21,664,257.7878787879,95,0,0,0,18,25,24.3636363636,24,18
05-07-2018 3,8,1000,999.3142857143,999,8,3,31,65,59.5142857143,50,34,166,31.7142857143,0,1,0.0285714286,0,2,23,21.1142857143,20,11
05-08-2018 0,0,998,996.2941176471,994,8,0,50,100,82.9411764706,67,23,5,0.1764705882,0,22,5.7352941176,0,5,19,17.9411764706,16,14
05-08-2018 1,0,997,996.5757575758,996,3,1,30,80,56.7272727273,36,54,2629,960.3333333333,14,10,1.3529411765,0,32,30,22.6470588235,16,17
05-08-2018 2,2,996,995.0294117647,994,5,2,44,66,49,40,14,705,407.2647058824,234,0,0,0,8,26,24.2647058824,22,17
05-08-2018 3,2,996,995.2285714286,995,2,3,45,99,81.5714285714,68,31,225,35.5428571429,0,8,2.0571428571,0,5,21,19.4857142857,18,11
05-09-2018 0,8,998,995.5882352941,994,5,0,23,100,91.4117647059,81,38,0,0,0,23,8.3529411765,0,2,18,17.1764705882,16,8
05-09-2018 1,5,996,994.8823529412,994,0,1,17,100,87.4117647059,72,41,857,274.3235294118,1,20,3.4411764706,0,14,22,19.5,18,8
05-09-2018 2,0,996,995.3823529412,995,2,2,35,100,84.1176470588,72,52,650,298.3235294118,60,24,3.8823529412,0,17,22,20.2647058824,19,14
05-09-2018 3,5,997,996.5142857143,995,0,3,31,97,88.9714285714,85,34,135,18.7428571429,0,22,3.3142857143,0,0,20,18.2,17,8
05-10-2018 0,2,1001,999,997,0,0,26,86,82.0882352941,74,17,2,0.0588235294,0,0,0,0,8,18,16.2352941176,16,11
05-10-2018 1,2,999,998.4411764706,998,0,1,29,83,71.0294117647,57,50,2264,512.4117647059,5,0,0,0,20,22,18.4411764706,16,8
05-10-2018 2,0,999,999,999,0,2,37,77,65.6285714286,58,40,752,352.8571428571,48,16,0.4571428571,0,17,21,19.5428571429,18,20
05-10-2018 3,5,1001,1000.2941176471,999,0,3,44,80,74.8529411765,66,26,194,19.8823529412,0,1,0.0294117647,0,2,19,18.0882352941,17,5
05-11-2018 0,11,1007,1003.9117647059,1001,5,0,41,96,84.9117647059,76,26,5,0.1470588235,0,0,0,0,2,18,16.3235294118,16,5
05-11-2018 1,5,1004,1002.5294117647,1002,0,1,29,85,69.7941176471,61,50,1274,351.9705882353,16,0,0,0,20,21,19,16,5
05-11-2018 2,0,1004,1003.5714285714,1003,2,2,20,67,52.9428571429,37,51,604,309.9714285714,135,0,0,0,17,24,22.6857142857,21,8
05-11-2018 3,8,1006,1004.5294117647,1003,0,3,58,85,62.7941176471,42,20,169,30.0294117647,0,0,0,0,2,24,20.5882352941,18,20
05-12-2018 0,0,1007,1004.9411764706,1003,8,0,35,100,93.7647058824,84,23,6,0.2058823529,0,0,0,0,5,18,15.3823529412,14,14
05-12-2018 1,0,1006,1006,1006,0,1,17,100,73.9705882353,43,58,584,247.0588235294,22,0,0,0,17,20,17.2352941176,15,5
05-12-2018 2,0,1006,1004.6,1003,8,2,40,58,50.8285714286,47,40,746,279.6857142857,118,0,0,0,17,21,20.0571428571,18,11
05-12-2018 3,2,1004,1003.5588235294,1003,0,3,52,82,59.7941176471,50,17,169,29.6764705882,0,0,0,0,0,21,18.6470588235,16,14
05-13-2018 0,0,1003,1001.2647058824,1000,8,0,52,99,91.9117647059,85,35,7,0.2352941176,0,17,2.4705882353,0,2,14,13.7941176471,13,5
05-13-2018 1,0,1002,1001.6571428572,1001,2,1,31,92,56.5428571429,24,54,2534,977.4285714286,19,0,0,0,40,29,20.5142857143,13,14
05-13-2018 2,8,1001,999.4411764706,998,11,2,50,56,39.2058823529,34,23,602,316.0882352941,119,0,0,0,14,25,23.1176470588,20,26
05-13-2018 3,5,1001,1000.3235294118,999,2,3,58,93,78.5588235294,62,20,198,33.7058823529,0,24,8.8235294118,0,0,19,16.5294117647,14,14
05-14-2018 0,11,1004,1002.1142857143,1000,2,0,34,100,94.1428571429,86,37,13,0.5428571429,0,0,0,0,2,17,14.4857142857,12,5
05-14-2018 1,6,1003,1002.1212121212,1001,0,1,20,99,84.1176470588,61,52,2914,974.5151515152,31,0,0,0,26,22,15.8529411765,12,5
05-14-2018 2,0,1003,1003,1003,0,2,29,69,62.8235294118,57,41,683,417.4705882353,194,0,0,0,8,22,21.2941176471,20,2
05-14-2018 3,2,1004,1003.3714285714,1003,0,3,62,88,71.9142857143,55,8,170,34.6,0,0,0,0,0,21,19.5428571429,18,8
05-15-2018 0,8,1004,1001.7941176471,1000,14,0,41,100,86.0588235294,74,8,10,0.3823529412,0,0,0,0,2,19,16.3235294118,14,11
05-15-2018 1,0,1004,1004,1004,0,1,14,100,82.8235294118,63,47,2658,1098.0294117647,21,0,0,0,29,24,18.7941176471,14,2
05-15-2018 2,0,1004,1002.5714285714,1001,8,2,38,99,63,53,41,764,298.9428571429,83,24,0.7428571429,0,8,26,24.4571428571,23,5
05-15-2018 3,5,1001,1000.8823529412,1000,5,3,23,99,78.4705882353,73,32,171,27.0294117647,0,23,1.3823529412,0,2,24,21.5588235294,19,14
05-16-2018 0,8,1004,1001.6764705882,999,5,0,44,85,77.5882352941,70,32,8,0.2647058824,0,0,0,0,11,19,17.3529411765,16,11
05-16-2018 1,8,1003,1001.3235294118,1000,0,1,23,87,68.3823529412,39,50,3104,1092.705882353,40,0,0,0,26,28,20.8235294118,16,14
05-16-2018 2,5,1003,1002.8,1002,8,2,28,48,42.3714285714,38,31,570,166,96,0,0,0,8,24,23.8571428571,23,11
05-16-2018 3,8,1004,1003.1470588235,1002,2,3,50,72,47.1176470588,40,20,102,28.1470588235,0,0,0,0,5,23,21.2941176471,19,17
05-17-2018 0,5,1004,1003.705882353,1003,2,0,47,99,84.5,69,41,5,0.2352941176,0,0,0,0,11,18,16.7941176471,16,17
05-17-2018 1,8,1005,1004.1470588235,1003,8,1,44,97,75.8529411765,63,44,2911,273.6764705882,10,21,2.5882352941,0,20,19,16.9705882353,16,17
05-17-2018 2,2,1005,1003.8,1003,5,2,28,98,79.2285714286,72,48,580,281.4285714286,95,16,1.0857142857,0,8,20,18.6,17,2
05-17-2018 3,5,1004,1003.5,1003,2,3,52,96,80,71,29,104,21.8235294118,0,0,0,0,11,20,19.0882352941,17,20
05-18-2018 0,2,1004,1002.9411764706,1002,8,0,26,100,84.5294117647,67,26,14,0.5588235294,0,0,0,0,2,21,17.7352941176,15,5
05-18-2018 1,0,1004,1004,1004,0,1,31,100,70.0571428571,38,57,3063,1217.7428571429,29,0,0,0,37,31,21.6857142857,15,17
05-18-2018 2,0,1004,1002.8823529412,1002,5,2,32,49,44.4705882353,40,29,470,218.6176470588,112,0,0,0,0,25,25,25,0
05-18-2018 3,6,1002,1001.8484848485,1001,6,3,57,66,55.6060606061,43,12,246,37.2727272727,0,0,0,0,2,25,22.6470588235,20,17
05-19-2018 0,2,1005,1003.5,1002,0,0,41,100,84.4411764706,67,26,2,0.0588235294,0,0,0,0,2,20,17.3235294118,15,11
05-19-2018 1,8,1004,1002.8823529412,1002,2,1,47,82,75.6764705882,73,29,352,167,8,1,0.0294117647,0,11,20,19.4411764706,19,8
05-19-2018 2,5,1004,1003.6285714286,1003,8,2,42,88,80.9714285714,74,42,331,197.9428571429,76,23,2.7428571429,0,8,20,19.4,18,8
05-19-2018 3,5,1005,1004,1003,2,3,50,94,82.7352941176,72,32,194,31.7352941176,0,15,0.7647058824,0,14,19,17.8823529412,16,20
05-20-2018 0,11,1009,1006.8823529412,1005,2,0,23,100,87.0588235294,72,14,11,0.4411764706,0,0,0,0,5,19,16.6764705882,14,8
05-20-2018 1,5,1008,1007.0857142857,1006,0,1,17,100,80.8285714286,58,42,2651,643.9428571429,22,0,0,0,25,24,18.7142857143,15,11
05-20-2018 2,0,1008,1006.9411764706,1006,5,2,32,65,58.1764705882,55,44,520,314.6764705882,99,0,0,0,14,23,22.2647058824,21,11
05-20-2018 3,5,1008,1006.8823529412,1006,0,3,47,82,68.0294117647,54,17,140,32.0294117647,0,0,0,0,2,22,20.5294117647,19,11
05-21-2018 0,5,1009,1008.6470588235,1008,2,0,44,88,80.4411764706,75,29,20,0.8235294118,0,0,0,0,2,17,16.5294117647,16,5
05-21-2018 1,2,1010,1009.7142857143,1009,0,1,20,90,73.5428571429,55,48,3182,1144.6285714286,49,0,0,0,28,24,19.5428571429,16,14
05-21-2018 2,2,1010,1008.4411764706,1007,11,2,29,63,58.7647058824,54,35,728,280.4411764706,122,0,0,0,14,23,22.4117647059,22,11
05-21-2018 3,5,1009,1008.4117647059,1007,0,3,50,84,74.3235294118,62,8,116,30.5588235294,0,0,0,0,0,22,20.0882352941,17,14
05-22-2018 0,5,1010,1009.2285714286,1008,2,0,57,90,83.2,74,14,29,1.3428571429,0,0,0,0,5,20,16.7142857143,14,14
05-22-2018 1,5,1010,1009.5294117647,1009,2,1,14,89,59.1764705882,37,67,3174,1329.0294117647,49,0,0,0,35,26,20.1176470588,14,17
05-22-2018 2,0,1010,1009.205882353,1008,5,2,38,49,44.9411764706,39,20,595,182.9117647059,74,0,0,0,5,24,23.3235294118,23,2
05-22-2018 3,5,1010,1008.8529411765,1008,0,3,64,73,59.2058823529,49,2,106,31.3235294118,0,0,0,0,0,24,22.2941176471,20,11
05-23-2018 0,8,1010,1008,1006,14,0,48,100,84.0857142857,66,8,39,1.8285714286,0,1,0.2,0,2,21,18.4,15,14
05-23-2018 1,0,1010,1010,1010,0,1,17,100,74.5882352941,43,50,3072,1318.5,65,0,0,0,35,29,22.0294117647,16,20
05-23-2018 2,0,1010,1008.705882353,1007,8,2,32,52,47.1470588235,43,38,644,201.9411764706,100,0,0,0,5,26,25.0882352941,25,8
05-23-2018 3,14,1007,1006.4705882353,1006,14,3,55,65,52,44,8,115,32.3529411765,0,18,1,0,0,25,23.8529411765,22,8
05-24-2018 0,0,1006,1004.5428571429,1003,2,0,51,94,77.3714285714,55,31,36,1.7142857143,0,3,1.0285714286,0,8,22,19.1142857143,17,14
05-24-2018 1,0,1006,1006,1006,0,1,15,90,62.7272727273,37,66,2826,1201.9696969697,66,1,0.1764705882,0,41,29,23.2058823529,17,11
05-24-2018 2,0,1006,1004.3235294118,1003,8,2,38,42,37.2058823529,31,38,732,244.6176470588,106,0,0,0,14,27,26.6470588235,26,14
05-24-2018 3,2,1003,1002.7647058824,1002,2,3,55,79,53.5,34,23,189,31.4411764706,0,0,0,0,5,27,23.8823529412,21,20
05-25-2018 0,2,1006,1004.5,1003,0,0,26,100,80.5294117647,58,14,20,0.8823529412,0,24,7.7941176471,0,5,20,19.2941176471,18,8
05-25-2018 1,2,1004,1003.8285714286,1003,0,1,20,67,52.8857142857,40,48,2941,1261.9714285714,42,0,0,0,28,30,24.3714285714,19,5
05-25-2018 2,2,1004,1003.4117647059,1003,5,2,44,77,45.0294117647,38,29,705,305.2058823529,55,15,0.8529411765,0,0,28,27.5588235294,24,8
05-25-2018 3,8,1006,1005,1003,2,3,8,100,96.9117647059,64,8,85,12.9705882353,0,24,2.9705882353,0,2,23,20.8529411765,20,11
05-26-2018 0,2,1010,1008,1006,0,0,41,100,88.5882352941,82,47,21,0.9411764706,0,3,0.1764705882,0,8,22,19.8529411765,18,8
05-26-2018 1,8,1009,1007.9714285714,1006,0,1,11,84,62.2285714286,43,65,3093,1261.2571428572,42,0,0,0,31,30,24.0857142857,19,8
05-26-2018 2,0,1009,1007.8823529412,1007,5,2,38,50,45.5,40,29,784,271.1764705882,98,0,0,0,5,27,26.8235294118,26,8
05-26-2018 3,8,1010,1008.5588235294,1007,0,3,55,80,57.7647058824,49,8,127,29.7941176471,0,0,0,0,0,26,24.2352941176,22,11
05-27-2018 0,0,1010,1010,1010,0,0,35,87,79.4117647059,65,35,22,1.0294117647,0,0,0,0,5,20,18.7647058824,18,11
05-27-2018 1,8,1012,1010.8285714286,1010,5,1,20,85,73.1142857143,51,45,3286,812.2285714286,20,0,0,0,25,25,20.4571428571,18,14
05-27-2018 2,0,1011,1010.3235294118,1009,5,2,35,60,53.2352941176,49,35,1187,339.3823529412,114,0,0,0,8,24,23.2941176471,22,5
05-27-2018 3,2,1010,1009.6176470588,1009,0,3,61,82,61.2058823529,48,20,151,36.2941176471,0,0,0,0,5,24,22.0882352941,19,20
05-28-2018 0,2,1011,1010.0588235294,1010,2,0,41,100,72.6470588235,42,29,24,1.0294117647,0,0,0,0,5,20,17.8823529412,17,11
05-28-2018 1,8,1012,1010.9142857143,1010,5,1,17,97,71.9428571429,34,57,3060,453.6857142857,56,0,0,0,22,24,19.5428571429,17,5
