date,airPressure_outside_fall,airPressure_outside_max,airPressure_outside_mean,airPressure_outside_min,airPressure_outside_rise,hour_group,humidity_outside_fall,humidity_outside_max,humidity_outside_mean,humidity_outside_min,humidity_outside_rise,light_outside_max,light_outside_mean,light_outside_min,rain_outside_max,rain_outside_mean,rain_outside_min,temperature_outside_fall,temperature_outside_max,temperature_outside_mean,temperature_outside_min,temperature_outside_rise
05-28-2018 2,2,1011,1010.0882352941,1009,8,2,23,34,28.5,25,35,837,198.5882352941,112,0,0,0,5,25,24.4117647059,24,2
05-28-2018 3,2,1010,1009.4411764706,1009,0,3,35,40,32.8529411765,27,2,154,37.7941176471,0,0,0,0,0,25,22.9411764706,21,11
05-29-2018 0,0,1010,1008.4411764706,1007,8,0,44,72,54.9117647059,46,29,24,1.2058823529,0,0,0,0,5,21,18.9411764706,17,11
05-29-2018 1,2,1010,1009.6285714286,1009,0,1,14,51,40.3428571429,27,51,2756,1049.1428571429,42,2,0.0571428571,0,34,29,22,17,5
05-29-2018 2,0,1010,1008.9411764706,1008,5,2,20,31,28.7941176471,27,23,918,237.3235294118,122,0,0,0,5,27,26.0588235294,26,5
05-29-2018 3,2,1008,1007.9705882353,1007,2,3,55,56,34.6470588235,26,8,143,38.7647058824,0,0,0,0,0,26,24.0294117647,21,14
05-30-2018 0,0,1007,1006.8529411765,1006,2,0,35,78,64.8823529412,55,23,17,0.8235294118,0,0,0,0,5,20,19.3235294118,19,5
05-30-2018 1,5,1009,1008.0294117647,1007,0,1,17,61,45.6764705882,24,47,3070,1234.5,34,0,0,0,29,30,23.7352941176,19,2
05-30-2018 2,0,1009,1007.2857142857,1006,8,2,37,33,30.3428571429,27,28,1421,353.5142857143,174,0,0,0,8,28,26.2571428571,26,11
05-30-2018 3,2,1007,1006.1176470588,1006,0,3,64,72,48.8529411765,31,11,160,39.5588235294,0,0,0,0,2,26,23.8529411765,21,17
05-31-2018 0,2,1006,1004.205882353,1003,8,0,55,89,73.0294117647,53,17,43,2.0882352941,0,1,0.0882352941,0,2,24,19.8529411765,17,14
05-31-2018 1,8,1006,1005.8235294118,1005,5,1,20,95,59.6470588235,27,58,2553,1092.7647058824,71,2,0.1764705882,0,41,32,24.5294117647,18,14
05-31-2018 2,0,1006,1004.0588235294,1003,8,2,38,32,26.8823529412,24,41,1822,266.3823529412,107,0,0,0,0,30,28.1176470588,28,5
05-31-2018 3,2,1003,1002.4117647059,1002,0,3,58,62,44,26,23,106,31.1764705882,0,0,0,0,5,28,25.2058823529,22,20
06-05-2018 0,5,999,997.5588235294,996,5,0,0,100,100,100,0,10,0.4411764706,0,17,4.7647058824,0,5,21,19.5588235294,18,5
06-05-2018 1,11,998,997.2,996,8,1,17,100,71.2571428571,38,45,3013,1274.4285714286,22,0,0,0,31,33,25.2,19,11
06-05-2018 2,5,997,996.3235294118,995,8,2,41,100,58.1470588235,42,29,1844,316.1764705882,18,21,3.5294117647,0,8,31,26.5588235294,21,23
06-05-2018 3,11,999,997.5294117647,996,5,3,2,100,99.8235294118,94,0,203,35.7352941176,0,24,20.7941176471,18,2,23,21.9117647059,21,8
06-06-2018 0,8,1007,1002.9411764706,999,0,0,11,100,96.9411764706,86,11,35,1.7352941176,0,7,3.0588235294,0,11,22,20.3235294118,19,17
06-06-2018 1,8,1003,1001.3235294118,1000,0,1,5,100,76.1176470588,39,35,2996,1215.705882353,58,4,0.3235294118,0,38,33,25.5,19,14
06-06-2018 2,2,1003,1002.2857142857,1002,2,2,42,50,45.7428571429,38,17,2710,356.8571428571,130,0,0,0,8,31,28.4857142857,27,20
06-06-2018 3,11,1006,1004.8823529412,1003,2,3,64,85,65.8823529412,44,23,167,46.7058823529,0,1,0.0294117647,0,11,27,23.6764705882,21,23
06-07-2018 0,2,1009,1008,1007,0,0,2,100,99.7058823529,93,5,17,0.7647058824,0,0,0,0,5,22,20.1764705882,19,11
06-07-2018 1,5,1009,1008.5588235294,1007,0,1,14,90,74.3823529412,55,55,3242,864.9411764706,33,0,0,0,23,27,21.8235294118,19,5
06-07-2018 2,0,1009,1007.8571428572,1007,5,2,42,70,64.1714285714,58,28,2735,369.9142857143,140,0,0,0,5,27,26.1714285714,25,5
06-07-2018 3,2,1009,1008.3529411765,1008,0,3,64,100,86.0882352941,66,11,149,38.0294117647,0,0,0,0,0,26,24.0588235294,22,11
06-08-2018 0,0,1009,1005.9117647059,1002,5,0,2,100,99.9411764706,98,2,16,0.8529411765,0,0,0,0,2,24,20.7941176471,19,11
06-08-2018 1,2,1010,1009.0294117647,1009,2,1,2,100,89.2647058824,55,26,3017,1013.2352941177,29,0,0,0,23,29,22.2352941176,19,0
06-08-2018 2,0,1009,1006.6764705882,1004,14,2,38,62,53.9411764706,46,44,2556,351,121,0,0,0,20,29,27.7647058824,27,20
06-08-2018 3,0,1004,1003.9142857143,1003,2,3,71,97,65.2,47,8,118,36.9714285714,0,0,0,0,5,29,26.7428571429,24,17
06-09-2018 0,5,1002,1000.8285714286,999,5,0,31,100,95.6285714286,81,5,54,3,0,0,0,0,2,23,21.0857142857,20,8
06-09-2018 1,5,1002,1001.2941176471,1001,8,1,14,100,87.5,66,32,2864,1154.9411764706,86,0,0,0,32,29,24.2647058824,20,11
06-09-2018 2,0,1001,998.7647058824,997,11,2,32,78,67.7941176471,60,41,2402,512.7352941176,209,0,0,0,14,30,28.7941176471,28,11
06-09-2018 3,8,999,998.1764705882,997,2,3,55,86,77.2058823529,68,23,224,44.3529411765,0,0,0,0,0,29,26.3235294118,23,17
06-10-2018 0,2,1000,999.6470588235,999,2,0,32,100,87.2058823529,65,11,29,1.8529411765,0,0,0,0,2,24,21.2941176471,19,14
06-10-2018 1,2,1001,1000.6764705882,1000,0,1,2,100,85.6470588235,49,32,3002,1137.5294117647,43,0,0,0,23,29,22.9411764706,19,0
06-10-2018 2,5,1001,999.7352941176,999,11,2,32,50,43.6764705882,41,41,2523,380.5294117647,173,0,0,0,2,29,28.0588235294,28,5
06-10-2018 3,2,1000,999.4411764706,999,0,3,58,66,52.9411764706,42,8,215,46.2941176471,0,0,0,0,0,28,26.3823529412,24,11
06-11-2018 0,0,1000,999,998,2,0,32,100,82.9117647059,60,23,34,1.5882352941,0,0,0,0,8,24,22.3529411765,20,8
06-11-2018 1,8,1002,1000.9714285714,1000,5,1,17,100,68.5714285714,34,54,3046,1283.2,60,0,0,0,37,35,26.8,20,11
06-11-2018 2,0,1001,999.7941176471,998,8,2,32,45,40.2352941176,36,29,2447,347.8823529412,135,0,0,0,0,32,30.0882352941,30,5
06-11-2018 3,5,999,998.2941176471,998,8,3,47,84,49.9117647059,35,23,125,30.7941176471,0,0,0,0,2,30,26.9117647059,24,20
06-12-2018 0,0,998,996.5,995,2,0,47,100,84,68,14,28,1.1764705882,0,0,0,0,8,26,24.5588235294,23,11
06-12-2018 1,0,998,998,998,0,1,44,92,66.8823529412,41,50,2927,998.1470588235,56,0,0,0,29,36,28.2058823529,23,14
06-12-2018 2,0,998,996.3235294118,995,8,2,44,58,46.7352941176,43,29,2765,458.5294117647,175,0,0,0,0,34,31.2352941176,31,5
06-12-2018 3,8,995,994.3714285714,994,8,3,57,79,57.9714285714,42,20,262,48.2,0,0,0,0,0,31,29.1428571429,27,11
06-13-2018 0,11,995,993.7941176471,992,17,0,23,100,94.9117647059,78,20,50,2.4705882353,0,24,1.6470588235,0,11,26,24,22,20
06-13-2018 1,11,995,993.8529411765,993,8,1,8,100,71.5882352941,42,50,2749,1224.705882353,83,0,0,0,29,34,29,24,2
06-13-2018 2,0,994,992.8823529412,992,5,2,35,49,45.6764705882,41,35,2511,368.6176470588,125,0,0,0,11,33,31.7647058824,31,17
06-13-2018 3,8,993,991.8529411765,991,8,3,58,81,59.2352941176,44,14,112,34.3823529412,0,0,0,0,0,31,29.0882352941,26,14
06-14-2018 0,11,995,993.8529411765,992,8,0,0,100,100,100,0,20,1.0588235294,0,18,2.5882352941,0,5,22,20.7058823529,20,11
06-14-2018 1,5,995,994.3714285714,993,0,1,11,100,92.8857142857,70,22,2308,857.4857142857,30,1,0.0571428571,0,25,29,24.1428571429,21,11
06-14-2018 2,5,995,993.9117647059,993,8,2,35,100,78.8235294118,64,20,1916,444.6470588235,59,24,3.4705882353,0,11,29,26.8823529412,23,17
06-14-2018 3,5,996,995.0882352941,994,2,3,5,100,99.5,86,0,96,9.2941176471,0,21,3.6764705882,0,5,24,21.9705882353,21,14
06-15-2018 0,5,998,996.1764705882,995,2,0,0,100,100,100,0,37,1.7352941176,0,0,0,0,2,22,20.9411764706,20,2
06-15-2018 1,2,997,996.6176470588,996,0,1,17,100,91.2285714286,65,25,2925,1176.6470588235,37,0,0,0,28,29,23.3142857143,20,5
06-15-2018 2,2,997,995.7647058824,995,8,2,32,72,49.4705882353,34,52,2425,312.9705882353,112,0,0,0,6,28,27.3939393939,26,3
06-15-2018 3,8,998,996.2352941176,995,0,3,64,97,62.3529411765,34,14,145,43.3823529412,0,0,0,0,2,28,26.1176470588,22,20
06-22-2018 0,5,1001,1000.4117647059,999,5,0,0,100,100,100,0,55,2.7352941176,0,21,5.4117647059,0,14,22,21.0588235294,20,17
06-22-2018 1,2,1001,1000.6764705882,1000,5,1,11,100,77.2647058824,43,26,2997,1215.705882353,73,0,0,0,32,35,27.5,21,14
06-22-2018 2,0,1000,997.7941176471,996,11,2,50,60,53.0882352941,43,32,2896,391.0882352941,124,0,0,0,8,33,30.1176470588,29,17
06-22-2018 3,11,1000,998.8823529412,996,2,3,14,100,95.5882352941,46,0,252,33.9411764706,0,22,11.5882352941,0,5,31,22.5882352941,21,26
06-23-2018 0,5,1006,1003.1666666667,1000,0,0,19,100,87.6388888889,67,22,6,0.2777777778,0,3,0.25,0,2,21,18.6111111111,17,13
06-23-2018 1,8,1004,1002.1470588235,1001,0,1,2,100,99.9705882353,99,2,315,124.9411764706,9,0,0,0,23,20,18.5588235294,17,20
06-23-2018 2,2,1004,1003.9705882353,1003,0,2,23,100,97.2352941176,92,29,592,321.7941176471,146,0,0,0,20,20,18.9411764706,17,14
06-23-2018 3,5,1006,1004.7352941177,1004,0,3,29,100,94.1176470588,71,38,132,34.0882352941,0,0,0,0,0,20,19.3823529412,18,5
06-24-2018 0,2,1007,1006.0588235294,1006,2,0,38,100,92.5294117647,71,20,45,2.6470588235,0,0,0,0,2,19,16.9117647059,16,8
06-24-2018 1,0,1007,1007,1007,0,1,23,100,73.5588235294,37,50,3186,1160.7272727273,65,0,0,0,29,26,20.1176470588,16,11
06-24-2018 2,2,1007,1006.0882352941,1005,8,2,47,51,45.3235294118,38,47,3091,424.8823529412,126,0,0,0,11,26,23.2352941176,22,20
06-24-2018 3,2,1006,1005.3428571429,1005,0,3,60,93,66.7428571429,41,14,155,38.1142857143,0,0,0,0,5,23,21.0571428571,19,17
06-25-2018 0,2,1007,1006.3529411765,1006,2,0,41,100,91.3235294118,65,2,39,2.2058823529,0,0,0,0,8,21,17.7352941176,15,17
06-25-2018 1,5,1007,1006.7941176471,1006,2,1,14,100,72.4411764706,33,44,3147,1173.4411764706,59,0,0,0,38,30,22.0588235294,16,5
06-25-2018 2,2,1007,1006.4117647059,1005,5,2,35,45,37.4705882353,32,26,2989,451.4411764706,118,0,0,0,8,29,25.6470588235,24,14
06-25-2018 3,8,1007,1006.1714285714,1005,5,3,42,63,49.7428571429,40,11,173,40.8571428571,0,0,0,0,0,25,23.2,21,11
06-26-2018 0,2,1006,1004.2352941177,1001,14,0,0,100,100,100,0,49,2.8529411765,0,22,8.4705882353,0,0,18,17.1764705882,17,2
06-26-2018 1,0,1006,1005.8823529412,1005,2,1,23,100,84.4705882353,53,41,3120,721.3823529412,87,0,0,0,26,26,20.5882352941,17,5
06-26-2018 2,0,1005,1004.4117647059,1004,2,2,38,100,61.7647058824,43,32,1009,339.1764705882,54,22,2.3823529412,0,2,24,23.0294117647,20,14
06-26-2018 3,5,1005,1004.4,1003,5,3,0,100,100,100,0,124,18.1714285714,0,23,12.8857142857,1,5,20,18.5714285714,17,14
06-27-2018 0,0,1001,998.7352941176,997,5,0,0,100,100,100,0,0,0,0,16,2.8529411765,0,2,19,17.9411764706,16,2
06-27-2018 1,0,1000,999.2058823529,999,2,1,0,100,100,100,0,2574,422.1764705882,1,17,4.9411764706,0,14,22,17.6764705882,15,5
06-27-2018 2,2,999,998.3529411765,997,8,2,0,100,100,100,0,914,195.6764705882,81,0,0,0,0,20,20,20,0
06-27-2018 3,5,998,997.3142857143,997,5,3,0,100,100,100,0,69,14.2857142857,0,1,0.0285714286,0,0,20,19.5428571429,19,2
06-28-2018 0,0,996,995,994,2,0,0,100,100,100,0,4,0.1470588235,0,17,8.4411764706,0,0,19,18.5,18,2
06-28-2018 1,0,996,995.1176470588,995,2,1,0,100,100,100,0,877,144.5588235294,5,15,12.1176470588,7,8,21,19.2647058824,19,2
06-28-2018 2,0,995,994.1764705882,992,8,2,0,100,100,100,0,1355,396.1764705882,106,6,0.1764705882,0,11,24,22.7352941176,21,2
06-28-2018 3,20,995,993.8285714286,993,14,3,0,100,100,100,0,143,23.6,0,16,8.5142857143,0,5,24,19.4285714286,17,22
06-29-2018 0,2,994,992.2941176471,990,11,0,0,100,100,100,0,6,0.2941176471,0,13,6.7647058824,2,5,19,18.3529411765,17,2
06-29-2018 1,0,993,993,993,0,1,0,100,100,100,0,1135,333.9411764706,20,4,2.0588235294,1,20,23,20.2941176471,18,20
06-29-2018 2,0,993,991.4285714286,990,8,2,0,100,100,100,0,1691,367.4571428571,87,4,2.4,2,20,24,23.0571428571,21,17
06-29-2018 3,2,991,990.9117647059,990,0,3,0,100,100,100,0,171,34.6176470588,0,2,2,2,2,23,20.8823529412,19,14
06-30-2018 0,6,998,993.4545454545,990,0,0,0,100,100,100,0,3,0.0909090909,0,8,2.9411764706,1,3,19,18.7878787879,18,6
06-30-2018 1,0,990,990,990,0,1,0,100,100,100,0,619,152.0882352941,5,24,14.1764705882,2,11,22,20.0882352941,19,5
06-30-2018 2,2,991,990.5714285714,990,2,2,0,100,100,100,0,819,380.0857142857,113,8,2.8,2,8,24,23.2571428571,21,0
06-30-2018 3,11,996,994.0882352941,992,0,3,0,100,100,100,0,152,30.1176470588,0,17,5.9705882353,2,0,24,21.6176470588,19,14
07-01-2018 0,5,1004,1001.2647058824,998,2,0,0,100,100,100,0,7,0.3235294118,0,1,0.5,0,8,19,17.5,17,14
07-01-2018 1,8,1003,1001.4411764706,1000,0,1,0,100,100,100,0,1729,343.2058823529,11,2,1.0294117647,1,20,22,18.7941176471,17,11
07-01-2018 2,0,1003,1002.4285714286,1002,2,2,0,100,100,100,0,1300,320.8857142857,124,2,1.8571428571,1,25,24,22.1428571429,21,22
07-01-2018 3,8,1004,1002.8529411765,1002,2,3,17,100,95.9411764706,82,11,194,45.2352941176,0,1,0.0882352941,0,2,23,21.6176470588,19,14
07-02-2018 0,2,1005,1004.6764705882,1004,0,0,0,100,100,100,0,29,1.4705882353,0,0,0,0,2,19,17.2941176471,16,8
07-02-2018 1,2,1006,1005.705882353,1005,0,1,14,100,97.7647058824,83,17,2975,1136.7352941177,54,0,0,0,35,28,21.5,16,17
07-02-2018 2,0,1006,1005.3142857143,1004,5,2,42,88,62.5142857143,52,54,3192,341.5142857143,100,0,0,0,8,27,25.0857142857,24,14
07-02-2018 3,2,1005,1004.5,1004,2,3,38,100,77,47,17,123,35.8823529412,0,0,0,0,2,25,22.2941176471,19,20
07-03-2018 0,5,1005,1004.9411764706,1004,5,0,0,100,100,100,0,30,1.4117647059,0,0,0,0,5,24,19.9411764706,17,8
07-03-2018 1,8,1006,1005.2352941177,1005,8,1,5,100,88.7058823529,57,26,2935,1073.7575757576,20,0,0,0,38,31,22.6764705882,17,14
07-03-2018 2,2,1005,1004.3428571429,1003,5,2,57,91,74.7142857143,55,37,2996,418.5428571429,135,0,0,0,8,30,27.2,27,8
07-03-2018 3,2,1005,1004.1470588235,1004,0,3,20,100,94.9411764706,84,23,142,38.1764705882,0,0,0,0,0,27,25.8529411765,24,8
07-04-2018 0,0,1005,1003.3529411765,1002,5,0,0,100,100,100,0,32,1.5,0,0,0,0,2,24,21.7058823529,20,8
07-04-2018 1,5,1005,1004.1470588235,1003,8,1,0,100,100,100,0,2656,948.8823529412,54,0,0,0,38,31,23.8529411765,20,11
07-04-2018 2,0,1003,1001.9117647059,1001,5,2,0,100,100,100,0,2576,473.6470588235,134,0,0,0,17,30,28.8823529412,28,20
07-04-2018 3,2,1002,1001.0857142857,1001,0,3,0,100,100,100,0,192,46.3428571429,0,0,0,0,8,29,26.7714285714,24,20
07-05-2018 0,5,1002,1001.9428571429,1001,5,0,0,100,100,100,0,9,0.4571428571,0,0,0,0,5,22,21.1142857143,20,8
07-05-2018 1,11,1004,1003,1002,8,1,0,100,100,100,0,384,87.0588235294,5,21,12.5882352941,0,8,22,19.4117647059,18,14
07-05-2018 2,0,1004,1002.7352941177,1002,5,2,0,100,100,100,0,542,344.4705882353,127,18,2.3235294118,0,20,24,22.5294117647,19,8
07-05-2018 3,0,1002,1002,1002,0,3,0,100,100,100,0,114,36.6176470588,0,0,0,0,11,24,22.4117647059,20,23
07-06-2018 0,2,1002,1000.7647058824,1000,8,0,0,100,100,100,0,38,1.8235294118,0,0,0,0,8,23,20.7941176471,19,11
07-06-2018 1,2,1002,1001.6176470588,1001,2,1,20,100,88.5,66,20,2817,1160.5588235294,61,0,0,0,32,33,25.6470588235,19,17
07-06-2018 2,0,1001,1000.4242424243,999,6,2,44,95,80.5588235294,65,47,2504,373.5757575758,114,0,0,0,8,31,28.6470588235,28,14
07-06-2018 3,2,1000,999.7352941176,999,0,3,26,100,91.7058823529,66,11,111,36.7647058824,0,0,0,0,2,28,25.6764705882,23,17
07-07-2018 0,5,1002,1000.8529411765,1000,0,0,0,100,100,100,0,19,0.8529411765,0,22,5.4411764706,0,0,22,20.6764705882,20,5
07-07-2018 1,0,1000,1000,1000,0,1,8,100,92.1142857143,66,25,2710,1102.2857142857,38,0,0,0,37,34,26.3142857143,21,5
07-07-2018 2,8,1001,1000.0294117647,999,5,2,26,100,93.1764705882,71,8,2337,281.2352941176,12,19,9.2647058824,0,5,32,25,20,32
07-07-2018 3,5,1001,1000.6764705882,999,5,3,0,100,100,100,0,100,22.7352941176,0,19,4.2647058824,0,11,21,20.4117647059,20,11
07-08-2018 0,6,1002,1001.5757575758,1001,9,0,0,100,100,100,0,1,0.0303030303,0,16,6.696969697,0,0,20,20,20,0
07-08-2018 1,0,1002,1002,1002,0,1,0,100,100,100,0,1015,248.9714285714,4,15,5.9428571429,0,8,22,20.7142857143,20,2
07-08-2018 2,0,1002,1000.9705882353,1000,5,2,0,100,100,100,0,562,346.2647058824,103,2,0.0588235294,0,5,24,23.4117647059,22,0
07-08-2018 3,2,1001,1000.6176470588,1000,0,3,0,100,100,100,0,132,21.1764705882,0,0,0,0,5,24,22.3823529412,20,17
07-09-2018 0,5,1003,1001.5294117647,1001,2,0,0,100,100,100,0,0,0,0,0,0,0,2,21,20.0588235294,20,2
07-09-2018 1,2,1002,1001.6571428572,1001,0,1,0,100,100,100,0,292,111.5428571429,0,20,18.1142857143,10,14,21,19.7142857143,19,17
07-09-2018 2,5,1003,1001.7647058824,1001,8,2,0,100,100,100,0,568,312.5588235294,45,17,2.1764705882,0,17,24,22.3529411765,20,11
07-09-2018 3,2,1003,1002.2352941177,1002,2,3,0,100,100,100,0,102,19.3823529412,0,16,0.7647058824,0,5,22,20.4411764706,20,8
07-10-2018 0,2,1003,1002.5,1002,0,0,0,100,100,100,0,0,0,0,23,7.4411764706,0,5,20,19.4117647059,18,8
07-10-2018 1,8,1003,1002.2857142857,1002,5,1,0,100,100,100,0,404,138.6285714286,0,22,10.4857142857,1,11,20,19.2,18,8
07-10-2018 2,5,1003,1002.205882353,1001,11,2,0,100,100,100,0,444,221.6176470588,66,18,5.5294117647,1,14,23,21.3529411765,20,8
07-10-2018 3,11,1003,1001.9705882353,1001,5,3,0,100,100,100,0,108,31.0882352941,0,1,1,1,11,23,21.8823529412,20,20
07-11-2018 0,0,1003,1003,1003,0,0,0,100,100,100,0,16,0.7058823529,0,1,0.0882352941,0,11,22,20.1176470588,18,11
07-11-2018 1,8,1004,1003.4857142857,1003,8,1,0,100,100,100,0,2517,713.2285714286,33,4,1.5428571429,1,34,29,22.6285714286,18,17
07-11-2018 2,0,1003,1002.6470588235,1002,2,2,0,100,100,100,0,915,294.7647058824,104,2,1.2058823529,1,8,26,25.5882352941,25,5
07-11-2018 3,2,1003,1002.4411764706,1002,0,3,0,100,100,100,0,105,32.9705882353,0,1,0.2941176471,0,2,26,23.9117647059,22,14
07-12-2018 0,0,1003,1003,1003,0,0,0,100,100,100,0,19,0.8529411765,0,0,0,0,5,24,21.9411764706,20,8
07-12-2018 1,2,1004,1003.9117647059,1003,2,1,11,100,93.4411764706,68,14,2714,1023.3235294118,36,0,0,0,38,34,25.7941176471,20,5
07-12-2018 2,0,1004,1002.9142857143,1002,5,2,17,100,98.3142857143,78,5,2706,413.3142857143,112,0,0,0,8,33,29.2571428571,28,17
07-12-2018 3,5,1003,1002.2352941177,1002,2,3,0,100,100,100,0,216,35.2352941176,0,0,0,0,5,29,26.4411764706,24,20
07-13-2018 0,2,1003,1002.7647058824,1002,5,0,0,100,100,100,0,19,0.8823529412,0,0,0,0,8,23,22.0882352941,21,11
07-13-2018 1,0,1003,1003,1003,0,1,11,100,93.1764705882,74,23,2695,1051.9705882353,36,0,0,0,38,34,27.2352941176,21,8
07-13-2018 2,0,1003,1001.6470588235,1001,5,2,23,100,96.2352941176,84,26,1677,391.7352941176,130,4,0.1176470588,0,8,31,29.2352941176,27,20
07-13-2018 3,5,1003,1002.0588235294,1001,0,3,5,100,99.8235294118,97,5,204,47.7352941176,0,0,0,0,2,28,25.6764705882,23,14
07-14-2018 0,0,1002,1001.5142857143,1001,2,0,0,100,100,100,0,12,0.6,0,0,0,0,8,23,21.7142857143,21,14
07-14-2018 1,2,1003,1002.9705882353,1002,0,1,8,100,99.4117647059,92,5,2570,485.4117647059,16,0,0,0,23,28,23.9117647059,21,11
07-14-2018 2,0,1003,1001.3823529412,1000,8,2,29,99,83.5294117647,68,55,1045,331.0294117647,129,0,0,0,8,28,27.5,27,5
07-14-2018 3,5,1001,1000.2647058824,999,2,3,29,100,88.3529411765,67,14,154,46.2941176471,0,0,0,0,0,28,25.6470588235,22,17
07-15-2018 0,8,1001,1000.0588235294,999,8,0,0,100,100,100,0,12,0.5,0,1,0.0882352941,0,8,21,20.6470588235,20,8
07-15-2018 1,0,1001,1001,1001,0,1,17,100,80,41,31,2970,1154.5714285714,29,0,0,0,37,32,25.1142857143,20,11
07-15-2018 2,0,1001,999.4705882353,998,8,2,50,67,57.5,44,38,2060,304.4705882353,93,0,0,0,2,31,28.2352941176,28,8
07-15-2018 3,5,1000,998.8235294118,998,2,3,14,100,88.2352941176,57,17,165,35.6176470588,0,21,1.8823529412,0,8,28,23.6764705882,21,23
07-16-2018 0,0,1000,998.5294117647,997,5,0,0,100,100,100,0,14,0.5882352941,0,0,0,0,2,23,21.5294117647,19,8
07-16-2018 1,0,1000,999.1764705882,999,2,1,14,100,84.0294117647,47,26,2939,1110.5882352941,30,0,0,0,32,33,25.5294117647,19,11
07-16-2018 2,0,999,998.2571428571,997,5,2,42,72,59.9428571429,50,45,2711,337.2857142857,114,0,0,0,8,31,28.4857142857,28,17
07-16-2018 3,5,998,997.4411764706,997,5,3,35,100,83.8529411765,55,14,153,39.1470588235,0,0,0,0,8,29,26.1470588235,23,23
07-17-2018 0,14,997,995.0285714286,993,20,0,0,100,100,100,0,15,0.5714285714,0,0,0,0,11,25,22.6285714286,21,14
07-17-2018 1,2,997,996.0588235294,996,2,1,8,100,79.6764705882,43,23,2966,1162.0294117647,35,0,0,0,29,35,26.8529411765,20,11
07-17-2018 2,2,996,994.4705882353,993,11,2,44,58,53.4411764706,43,38,2460,358.7941176471,151,0,0,0,2,32,29.2058823529,29,8
07-17-2018 3,2,994,993.5882352941,993,0,3,47,100,87.6764705882,67,20,202,40.3823529412,0,0,0,0,0,29,26.6176470588,25,11
07-18-2018 0,5,994,993.2647058824,993,8,0,0,100,100,100,0,10,0.4705882353,0,0,0,0,5,23,22.3823529412,21,11
07-18-2018 1,0,994,994,994,0,1,14,100,92.5588235294,61,20,2957,959.7941176471,19,0,0,0,32,32,25.5,22,14
07-18-2018 2,0,994,992.4411764706,992,5,2,35,100,89.3235294118,74,17,2069,340.4411764706,112,1,0.0294117647,0,2,30,27.3235294118,25,14
07-18-2018 3,2,993,992.9411764706,992,0,3,5,100,99.8235294118,96,5,111,32.7352941176,0,0,0,0,0,25,24.1764705882,23,5
07-19-2018 0,2,997,995,993,0,0,0,100,100,100,0,3,0.0882352941,0,22,10.6470588235,0,11,22,21.2941176471,20,11
07-19-2018 1,14,994,993.6285714286,993,11,1,0,100,100,100,0,2923,369.6857142857,8,0,0,0,22,27,22.3142857143,20,5
07-19-2018 2,14,996,994.5,994,8,2,0,100,100,100,0,975,326.9117647059,6,19,1.0882352941,0,5,27,25.6764705882,22,11
07-19-2018 3,5,997,996.3529411765,995,2,3,0,100,100,100,0,161,31.8235294118,0,24,20.0588235294,1,11,23,22.3823529412,21,8
07-20-2018 0,8,1000,998.7647058824,997,2,0,0,100,100,100,0,3,0.0882352941,0,22,13.4411764706,5,8,23,21.7352941176,21,8
07-20-2018 1,2,999,998.7142857143,998,0,1,0,100,100,100,0,2255,359.6,6,22,3.8285714286,0,14,26,23.8571428571,21,2
07-20-2018 2,2,999,998.0588235294,997,8,2,0,100,100,100,0,682,351.0882352941,96,0,0,0,14,28,27.7352941176,26,8
07-20-2018 3,8,1000,999.2352941176,997,0,3,0,100,100,100,0,79,11.1470588235,0,20,5.1764705882,0,2,28,24.1176470588,22,20
07-21-2018 0,5,1002,1000.9117647059,1000,2,0,0,100,100,100,0,3,0.0882352941,0,5,2.5588235294,0,2,22,21.1176470588,21,5
07-21-2018 1,2,1002,1001.0294117647,1001,2,1,0,100,100,100,0,2611,857.1470588235,10,1,0.0294117647,0,32,31,25.4117647059,21,8
07-21-2018 2,0,1001,1000.4411764706,1000,2,2,0,100,100,100,0,2293,356.0588235294,72,0,0,0,20,31,28.2352941176,26,29
07-21-2018 3,14,1003,1001.5142857143,1000,8,3,0,100,100,100,0,205,26.7428571429,0,19,7.1142857143,0,5,26,22.5714285714,21,17
07-22-2018 0,0,1001,998.9714285714,997,5,0,0,100,100,100,0,11,0.4285714286,0,1,0.4857142857,0,5,23,21.5142857143,20,8
07-22-2018 1,2,1001,1000.6176470588,1000,5,1,0,100,99.7941176471,95,5,2601,1051.5294117647,26,1,0.1176470588,0,29,33,25.5882352941,20,5
07-22-2018 2,5,1000,998.5294117647,998,11,2,2,100,99.9705882353,99,2,1785,433.5882352941,90,0,0,0,11,31,28.7352941176,26,20
07-22-2018 3,8,999,997.5588235294,996,8,3,0,100,100,100,0,175,36.3529411765,0,0,0,0,0,26,24.3529411765,23,8
07-23-2018 0,2,998,995.6470588235,994,8,0,0,100,100,100,0,0,0,0,21,0.7941176471,0,2,22,21.8823529412,20,5
07-23-2018 1,5,997,996.6176470588,996,5,1,0,100,100,100,0,1331,232.3823529412,2,20,10.2058823529,0,20,25,21.1764705882,20,5
07-23-2018 2,0,997,995.5454545455,995,6,2,0,100,100,100,0,635,359.8787878788,100,0,0,0,8,26,24.7058823529,24,11
07-23-2018 3,2,995,994.7058823529,994,2,3,0,100,100,100,0,174,38.2647058824,0,0,0,0,5,24,23.4117647059,23,8
07-24-2018 0,5,995,994.1714285714,993,5,0,0,100,100,100,0,5,0.1714285714,0,0,0,0,5,23,22.0857142857,21,8
